cohort,period_cohort,user_pseudo_id,level_starts,days,level_starts_per_day,sessions,sessions_per_day
treatment,post-period,06748F728B1C8DCEFE3E690671AE286E,92,6,15.333333333333334,5,1.0
control,control-period,06810E360B3859ABF33A72BF9B87DCEF,2,2,1.0,2,1.0
control,control-period,06984AB55E6069C42FE61F3510F1522B,38,8,4.75,11,1.375
treatment,post-period,06A302E3A4767793ADBC884143708660,84,41,2.0487804878048781,48,1.1707317073170731
treatment,pre-period,06A302E3A4767793ADBC884143708660,22,18,1.2222222222222223,19,1.0555555555555556
control,control-period,06BB1B62F06BA84B5EBF57B641B7AE63,3,1,3.0,1,1.0
control,control-period,06CA59D82946D37E6ACDD0EF9A19B8CB,24,1,24.0,2,1.0
control,control-period,06D8AAEACE405BEB27DC4AE30FAAAFF1,114,13,8.76923076923077,18,1.3846153846153846
control,control-period,06DE385FB8FE1F9B3C866E5645866023,7,1,7.0,1,1.0
control,control-period,06E860725EBA5AC36346CB0C961AC6EC,62,2,31.0,2,1.0
control,control-period,06EE14F393C527E3A2BA2ECE805A92A1,3,1,3.0,2,2.0
treatment,post-period,06F1C673C13A88C11D6D9A650205B2E1,7,1,7.0,1,1.0
treatment,pre-period,06F1C673C13A88C11D6D9A650205B2E1,6,1,6.0,0,
control,control-period,06FA949F660356601FA8511E3CD19780,11,1,11.0,1,1.0
control,control-period,06FC465CE7377E44C22F05D2A83EAED2,55,2,27.5,4,2.0
control,control-period,070A835F11ADED551236730DF1E902D0,5,1,5.0,1,1.0
control,control-period,0710AA99A0D55BAE0D2A06A0D67D92D0,6,4,1.5,4,1.0
control,control-period,07155715A8401C5ADEA813C579DD8A84,7,3,2.3333333333333335,3,1.0
control,control-period,0724BDC669A541B88F4FEE6F5AF021A0,1,1,1.0,1,1.0
control,control-period,07306BA35CEC558CCAB0B84409937A11,134,7,19.142857142857142,11,1.5714285714285714
treatment,pre-period,073C36044E686CF5D6DEE864559D453F,2,1,2.0,1,1.0
treatment,post-period,073C36044E686CF5D6DEE864559D453F,59,4,14.75,6,2.0
control,control-period,073FD5B36BB079283A7A76A6CDAEE19C,7,1,7.0,1,1.0
treatment,pre-period,07429BDC864F5AF7496EC5AB15D622C3,8,2,4.0,2,1.0
treatment,post-period,07429BDC864F5AF7496EC5AB15D622C3,24,2,12.0,1,1.0
treatment,pre-period,075775BE376B28061289A99CD55999F0,4,3,1.3333333333333333,3,1.0
treatment,post-period,075775BE376B28061289A99CD55999F0,33,12,2.75,14,1.1666666666666667
treatment,post-period,075EBEDBF28134BE41FB4E7D943F858C,140,22,6.3636363636363633,28,1.4
treatment,pre-period,075EBEDBF28134BE41FB4E7D943F858C,2,1,2.0,1,1.0
control,control-period,077277C88E7D330761F5272DB2EEE43A,2,1,2.0,1,1.0
control,control-period,0775BE736354EE4B58F55B003A7F15D9,5,1,5.0,1,1.0
control,control-period,079104F8FA9267FEEFD71E66D64C2786,1,1,1.0,1,1.0
control,control-period,079A0986730A27E47BDE659B49D0F1FC,203,20,10.15,26,1.3
treatment,pre-period,079D9DAA2E595693A77D1D2FE36E9004,11,3,3.6666666666666665,3,1.0
treatment,post-period,079D9DAA2E595693A77D1D2FE36E9004,5,1,5.0,0,
treatment,pre-period,079E84FBF40BA6D3E74C7E61A7BD4F91,16,6,2.6666666666666665,6,1.0
treatment,post-period,079E84FBF40BA6D3E74C7E61A7BD4F91,4,2,2.0,1,1.0
control,control-period,079FE8543EB46F5109283B58A75E8F3D,5,3,1.6666666666666667,3,1.0
control,control-period,07AC6E7F50CC5A3D9991DC220B5F92A1,80,3,26.666666666666668,7,2.3333333333333335
treatment,post-period,07AFA518388D6D2EA5A68B3A3C2B7107,37,6,6.166666666666667,9,1.125
treatment,pre-period,07AFA518388D6D2EA5A68B3A3C2B7107,3,1,3.0,1,1.0
control,control-period,07B12451BED1250070C18D2989603845,2,1,2.0,1,1.0
control,control-period,07BA1D5FAA047D05359113E20FC8BBB9,8,4,2.0,4,1.0
treatment,post-period,07D5951C19A83B2CB9C8BA9319B5A9FD,39,1,39.0,2,2.0
treatment,pre-period,07D5951C19A83B2CB9C8BA9319B5A9FD,3,1,3.0,1,1.0
treatment,pre-period,07DB546A94677E3F3203A8C30B9A4F11,17,2,8.5,3,1.0
treatment,post-period,07DB546A94677E3F3203A8C30B9A4F11,578,20,28.9,23,1.2105263157894737
treatment,pre-period,07E57CEF721E9A7A8A9D64E7FD5D62AB,5,2,2.5,2,1.0
treatment,post-period,07E57CEF721E9A7A8A9D64E7FD5D62AB,19,1,19.0,0,
control,control-period,080A808835B08174F70F34BEDC9F31A4,9,4,2.25,5,1.25
control,control-period,080DB8B23066DE56D78C5F570FF5A019,18,5,3.6,7,1.4
control,control-period,081CBDDDC271728DD32842F38C8F1D4A,1,1,1.0,0,
control,control-period,08358B40745104434E290F20296884E9,2,1,2.0,2,2.0
control,control-period,083720FCF9892426D5711889005EB164,5,1,5.0,1,1.0
treatment,pre-period,083FD14A74166E944901279BE6BF56E6,60,5,12.0,4,1.0
treatment,post-period,083FD14A74166E944901279BE6BF56E6,4,1,4.0,0,
treatment,pre-period,085786B723B6CAEB0C616C4E8A1A6509,2,1,2.0,1,1.0
treatment,post-period,085786B723B6CAEB0C616C4E8A1A6509,5,1,5.0,0,
control,control-period,0863E962E3F36AC52A9B0462463D9A2B,1,1,1.0,1,1.0
treatment,post-period,088D51F73401B7A5DAEBC03D5924EBB2,2,1,2.0,1,1.0
treatment,pre-period,088D51F73401B7A5DAEBC03D5924EBB2,3,1,3.0,1,1.0
treatment,post-period,0896F71BD17284AEC7C97C4841CB650F,3,1,3.0,2,1.0
treatment,pre-period,0896F71BD17284AEC7C97C4841CB650F,15,3,5.0,3,1.0
treatment,post-period,08997F7C4FA9AA016F22D7BF9D59120A,52,3,17.333333333333332,2,1.0
treatment,pre-period,08997F7C4FA9AA016F22D7BF9D59120A,7,1,7.0,1,1.0
treatment,pre-period,08A1668F786A08C724B1F99689AAF716,4,1,4.0,1,1.0
treatment,post-period,08A1668F786A08C724B1F99689AAF716,215,10,21.5,9,1.0
treatment,pre-period,08A61EDE0AB5410B3B45FCB3E146C398,3,1,3.0,1,1.0
treatment,post-period,08A61EDE0AB5410B3B45FCB3E146C398,44,2,22.0,2,2.0
control,control-period,08A82696577618549605E49992BBD83E,13,1,13.0,2,2.0
treatment,post-period,08B7AEC83DA53E917D595FE60C2CB600,79,10,7.9,13,1.4444444444444444
treatment,pre-period,08B7AEC83DA53E917D595FE60C2CB600,17,1,17.0,2,2.0
control,control-period,08BBB3E2C4AF376339E1DA60FCF104B6,20,4,5.0,5,1.6666666666666667
treatment,post-period,08CF007703DFB7779D094E50DD6E160C,43,6,7.166666666666667,6,1.2
treatment,pre-period,08CF007703DFB7779D094E50DD6E160C,47,7,6.7142857142857144,8,1.3333333333333333
treatment,post-period,08D399C66188D9A356AFAD5E2B2BA45E,2082,16,130.125,90,5.625
treatment,pre-period,08D399C66188D9A356AFAD5E2B2BA45E,111,3,37.0,4,2.0
treatment,pre-period,08D4EA6E28556A1A6F6C5E3C03E7FE50,2,1,2.0,1,1.0
treatment,post-period,08D4EA6E28556A1A6F6C5E3C03E7FE50,2,1,2.0,1,1.0
control,control-period,08E6794EAC892997E8C3BB2323173641,23,4,5.75,5,1.25
control,control-period,08EA5579A2BB5C5672BFAD4C87F4943E,35,6,5.833333333333333,6,1.0
control,control-period,08EF81A14E7B20C40AD1C6778DE79D37,2,2,1.0,2,1.0
treatment,post-period,08F14F3BCA030F81B447161BA8653B44,74,10,7.4,16,1.6
treatment,pre-period,08F14F3BCA030F81B447161BA8653B44,5,1,5.0,1,1.0
treatment,pre-period,08F419D33605DA4495326A1D22DBD6B3,4,1,4.0,1,1.0
treatment,post-period,08F419D33605DA4495326A1D22DBD6B3,18,3,6.0,2,1.0
control,control-period,08FD622562B214D7B7AC45DC707106ED,30,3,10.0,5,1.6666666666666667
control,control-period,090E55B2F56E588CD11A5AD386CF39EA,14,1,14.0,1,1.0
treatment,pre-period,091770A1325101155A651F90D283DA35,13,2,6.5,5,2.5
treatment,post-period,091770A1325101155A651F90D283DA35,289,35,8.257142857142858,99,2.8285714285714287
treatment,pre-period,091F09F594F7507A1D6D34D006A49CD9,18,14,1.2857142857142858,16,1.1428571428571428
treatment,post-period,091F09F594F7507A1D6D34D006A49CD9,24,12,2.0,13,1.0833333333333333
treatment,post-period,092890FA0561E3456ED710E3F88750B3,45,1,45.0,0,
treatment,pre-period,092890FA0561E3456ED710E3F88750B3,9,1,9.0,1,1.0
treatment,post-period,09309F331FA528745E330964AF4AAAD8,67,8,8.375,11,1.5714285714285714
treatment,pre-period,09309F331FA528745E330964AF4AAAD8,2,1,2.0,1,1.0
control,control-period,0933522010A193EA281A11FE304BB24A,7,1,7.0,2,2.0
control,control-period,0934B434A95C9441FA0AC9D771C225E8,1,1,1.0,1,1.0
treatment,pre-period,093642BD46204EB5F950303CE696BC18,38,2,19.0,2,1.0
treatment,post-period,093642BD46204EB5F950303CE696BC18,1,1,1.0,0,
treatment,post-period,0939A5A6511211C939F2C5E2FC7A569A,37,5,7.4,5,1.25
treatment,pre-period,0939A5A6511211C939F2C5E2FC7A569A,5,1,5.0,1,1.0
treatment,pre-period,093C7C670AB7A93613DB339730E922CA,5,1,5.0,1,1.0
treatment,post-period,093C7C670AB7A93613DB339730E922CA,4,1,4.0,0,
treatment,pre-period,093E3E8BB59252BCD92BA5B7EAE55BBD,4,1,4.0,1,1.0
treatment,post-period,093E3E8BB59252BCD92BA5B7EAE55BBD,14,4,3.5,4,1.3333333333333333
control,control-period,096C23E69254818F7EE03C1239005F2B,109,52,2.0961538461538463,63,1.2115384615384615
control,control-period,096F51F57A27CD13F0FEB78BF778B50F,1,1,1.0,1,1.0
control,control-period,0978B829D0EC73AA106F3C63457A7D8B,15,2,7.5,2,1.0
treatment,post-period,0979A3E58FC8F7FFB1F9FB7C69AF99FE,10,2,5.0,3,1.0
treatment,pre-period,0979A3E58FC8F7FFB1F9FB7C69AF99FE,4,1,4.0,0,
treatment,post-period,098868D9626624131122714C36A5D069,13,4,3.25,2,1.0
treatment,pre-period,098868D9626624131122714C36A5D069,17,1,17.0,1,1.0
control,control-period,0990A2B8DA74612120226181689C6E66,12,2,6.0,2,1.0
control,control-period,099B96DE363931D9A44264ABDABC5854,4,1,4.0,1,1.0
control,control-period,09A826527E24EFA70A0B7A8BDCD38962,22,8,2.75,11,1.0
treatment,pre-period,09AE6B26FBC18008DDA281D674B0B216,4,1,4.0,1,1.0
treatment,post-period,09AE6B26FBC18008DDA281D674B0B216,11,1,11.0,0,
treatment,post-period,09B9190310AD9D80C385AA017263CB4F,233,2,116.5,1,1.0
treatment,pre-period,09B9190310AD9D80C385AA017263CB4F,1,1,1.0,1,1.0
treatment,pre-period,09B9D055DF553660713F5A74E5EF4DFE,3,2,1.5,2,2.0
treatment,post-period,09B9D055DF553660713F5A74E5EF4DFE,110,14,7.8571428571428568,36,2.5714285714285716
control,control-period,09CAEE95CE99F27D00EA630EEDBCECA2,9,3,3.0,3,1.0
control,control-period,09D9ABEA59F76377C0690A994884277F,7,1,7.0,1,1.0
control,control-period,09E3CDA2CDDE4036C1DB9C5A61266AA7,2,1,2.0,1,1.0
treatment,pre-period,09F08BC9ABD1D8E3DC00A6C5EF24B67C,5,1,5.0,1,1.0
treatment,post-period,09F08BC9ABD1D8E3DC00A6C5EF24B67C,3,1,3.0,1,1.0
treatment,post-period,09FC15B75E36120725A9C4E6CD2F136D,1,1,1.0,1,1.0
treatment,pre-period,09FC15B75E36120725A9C4E6CD2F136D,20,1,20.0,1,1.0
treatment,pre-period,09FCF0FC0E0F04B3DD8DFE96DA57DDF6,189,20,9.45,29,1.45
treatment,post-period,09FCF0FC0E0F04B3DD8DFE96DA57DDF6,42,10,4.2,10,1.1111111111111112
treatment,post-period,09FE9D1E47E81730CFB4F1579D7420BF,34,7,4.8571428571428568,7,1.1666666666666667
treatment,pre-period,09FE9D1E47E81730CFB4F1579D7420BF,3,1,3.0,1,1.0
control,control-period,0A0A977572E0A1355CCC54EB04360606,4,2,2.0,2,1.0
treatment,pre-period,0A0EBC33126893C86F3F6272037A5003,5,2,2.5,2,1.0
treatment,post-period,0A0EBC33126893C86F3F6272037A5003,16,5,3.2,5,1.25
control,control-period,0A1A9197E3080554A067BED5EE0772C2,7,1,7.0,1,1.0
treatment,pre-period,0A26E7281EC31038AD42F28C930FFF90,13,3,4.333333333333333,7,2.3333333333333335
treatment,post-period,0A26E7281EC31038AD42F28C930FFF90,421,31,13.580645161290322,97,3.2333333333333334
treatment,post-period,0A3050DE61FF60387B8463C32251D47F,16,4,4.0,3,1.0
treatment,pre-period,0A3050DE61FF60387B8463C32251D47F,2,1,2.0,1,1.0
control,control-period,0A32F2B531D2B15D8D8360E7F079E0E4,12,3,4.0,3,1.0
treatment,pre-period,0A367084F9CA18D023CF9A8B8FF81905,23,3,7.666666666666667,8,2.6666666666666665
treatment,post-period,0A367084F9CA18D023CF9A8B8FF81905,37,8,4.625,9,1.125
control,control-period,0A4392C9AF54229E5C3348DF9370AF00,8,1,8.0,1,1.0
control,control-period,0A507AE0DB56197CB90D0FE9439EEC08,8,1,8.0,1,1.0
control,control-period,0A559E43333092AD542831859378A1CA,18,2,9.0,1,1.0
control,control-period,0A57BC0F6D09549CED636C498A541EF4,7,1,7.0,1,1.0
treatment,pre-period,0A61114317E5FE2DB50039769CFEE319,1,1,1.0,1,1.0
treatment,post-period,0A61114317E5FE2DB50039769CFEE319,5,1,5.0,0,
treatment,post-period,0A66070B39FC63652BEB8B2993D75A5F,15,1,15.0,0,
treatment,pre-period,0A66070B39FC63652BEB8B2993D75A5F,3,1,3.0,1,1.0
treatment,pre-period,0A73694E7305812245D0542B39A0F768,6,3,2.0,3,1.0
treatment,post-period,0A73694E7305812245D0542B39A0F768,11,2,5.5,1,1.0
treatment,post-period,0A74C26349ABD323C5CE34AB8DD52164,6,3,2.0,2,1.0
treatment,pre-period,0A74C26349ABD323C5CE34AB8DD52164,3,1,3.0,1,1.0
treatment,pre-period,0A7AAC29C353686D279F1752D120A53F,7,2,3.5,3,1.5
treatment,post-period,0A7AAC29C353686D279F1752D120A53F,3,1,3.0,1,1.0
control,control-period,0A7B87707BED920EE2E17D87CA5CA555,1,1,1.0,1,1.0
treatment,post-period,0A7D79D18034304FAF741FB55EA85073,113,9,12.555555555555555,8,1.0
treatment,pre-period,0A7D79D18034304FAF741FB55EA85073,13,3,4.333333333333333,3,1.0
control,control-period,0A85658A9C5FA74C59E796E1228987D6,4,2,2.0,2,1.0
treatment,pre-period,0A88F441D8A6516E672F2D5DC31B5E3C,2,1,2.0,1,1.0
treatment,post-period,0A88F441D8A6516E672F2D5DC31B5E3C,2,1,2.0,0,
treatment,post-period,0A9D7004114F34B9CD49538E173E01A7,11,7,1.5714285714285714,7,1.1666666666666667
treatment,pre-period,0A9D7004114F34B9CD49538E173E01A7,7,3,2.3333333333333335,4,1.3333333333333333
control,control-period,0A9DC17E5750D98D659892A5063E9F04,10,2,5.0,2,1.0
treatment,pre-period,0AA30A68A39C33D277C142ED7D47DEB9,7,1,7.0,1,1.0
treatment,post-period,0AA30A68A39C33D277C142ED7D47DEB9,37,3,12.333333333333334,6,2.0
treatment,post-period,0AAAEC4E502388A6A087D2E70BDD2BEA,5,2,2.5,2,1.0
treatment,pre-period,0AAAEC4E502388A6A087D2E70BDD2BEA,15,1,15.0,2,2.0
treatment,post-period,0AB9D59442F557E2EADC2A775560E13D,9,2,4.5,1,1.0
treatment,pre-period,0AB9D59442F557E2EADC2A775560E13D,4,1,4.0,2,2.0
control,control-period,0AC1056324F21E06DC2BD79511131505,124,7,17.714285714285715,20,2.8571428571428572
control,control-period,0AC53DB99F24A0CD38393D6DF82BAACD,4,1,4.0,1,1.0
control,control-period,0ACBB386FD495B774E1C92BB032A171F,2,1,2.0,1,1.0
control,control-period,0ADCAB98C7686603278BCDD71FE16CC8,165,6,27.5,8,1.3333333333333333
control,control-period,0ADEF480C4FB4D83D7746125E2662BEE,63,5,12.6,5,1.0
control,control-period,0AF67C1A1C8F3785609B4210C3E04FC8,1,1,1.0,5,1.0
treatment,pre-period,0AF862AFEB5358EBFDA7AFE3AC908844,7,2,3.5,2,1.0
treatment,post-period,0AF862AFEB5358EBFDA7AFE3AC908844,481,51,9.4313725490196081,89,1.78
treatment,pre-period,0AFE3DE6A443BD660CDD5B1FA36686F6,3,1,3.0,0,
treatment,post-period,0AFE3DE6A443BD660CDD5B1FA36686F6,22,4,5.5,5,1.25
treatment,post-period,0B08423CCD5F1503B5A8B306FFED999C,2394,44,54.409090909090907,99,2.25
treatment,pre-period,0B08423CCD5F1503B5A8B306FFED999C,1,1,1.0,1,1.0
treatment,pre-period,0B0D3422A5B7A5D5ED66D7E82F4A72FD,3,1,3.0,1,1.0
treatment,post-period,0B0D3422A5B7A5D5ED66D7E82F4A72FD,5,1,5.0,0,
treatment,pre-period,0B15684EDDCE9514EFC8DDE9F80C5E7E,26,10,2.6,16,1.6
treatment,post-period,0B15684EDDCE9514EFC8DDE9F80C5E7E,29,12,2.4166666666666665,17,1.3076923076923077
treatment,post-period,0B188F0C6D6929853FE7E2E82D6E49DC,213,6,35.5,11,1.8333333333333333
treatment,pre-period,0B188F0C6D6929853FE7E2E82D6E49DC,2,1,2.0,1,1.0
control,control-period,0B22B9507CAA0FBF27DA47F7A36AFC9A,6,2,3.0,2,1.0
control,control-period,0B32FD716C1F4BD0DA3A8DCA896F18BB,44,8,5.5,15,1.875
treatment,pre-period,0B396F054F2574073A2B4E986A3DAC44,2,1,2.0,1,1.0
treatment,post-period,0B396F054F2574073A2B4E986A3DAC44,4,1,4.0,0,
control,control-period,0B39995191298F69FBA5C267EE8E9F03,3,1,3.0,0,
control,control-period,0B427C5E490A982FADF586F82E797ACB,11,11,1.0,11,1.0
treatment,pre-period,0B54075D3F149377C6D802237E9BC290,4,1,4.0,1,1.0
treatment,post-period,0B54075D3F149377C6D802237E9BC290,10,3,3.3333333333333335,2,1.0
control,control-period,0B57732CC81507A6EF8F49B7BEC5770F,2,1,2.0,1,1.0
control,control-period,0B5947E4A35A4F1F66B88E13582340A7,5,1,5.0,2,2.0
treatment,post-period,0B621373EDE2067BE3D05F05B97C8098,3,1,3.0,0,
treatment,pre-period,0B621373EDE2067BE3D05F05B97C8098,3,2,1.5,2,1.0
treatment,post-period,0B74484DD41F519B4810A14A953CAA18,70,11,6.3636363636363633,11,1.1
treatment,pre-period,0B74484DD41F519B4810A14A953CAA18,2,1,2.0,2,2.0
control,control-period,0B80FE0B9AF69F6B040D6F48FFEB8A8B,30,1,30.0,2,2.0
treatment,post-period,0B9739BFB4122E1863C894E34F812D56,521,40,13.025,92,2.358974358974359
treatment,pre-period,0B9739BFB4122E1863C894E34F812D56,8,1,8.0,3,3.0
control,control-period,0B986C511C4A24115798B4749E27F775,3,1,3.0,1,1.0
treatment,post-period,0B99B2EC1247C09535717331F816D42D,18,3,6.0,3,1.5
treatment,pre-period,0B99B2EC1247C09535717331F816D42D,4,1,4.0,1,1.0
control,control-period,0BA211F804FF458F657EBC18DDEA8738,9,2,4.5,4,2.0
control,control-period,0BABA76E63C319AB6916ED97AA447408,16,3,5.333333333333333,4,1.3333333333333333
control,control-period,0BB41E84E7CA2345726AD8CE98B8736C,26,3,8.6666666666666661,5,1.6666666666666667
control,control-period,0BDC6692B320B42B99F6E93154601C20,19,3,6.333333333333333,3,1.0
control,control-period,0BDFA20E2A4CABDADB85B85099738047,14,1,14.0,1,1.0
control,control-period,0BEB61E9AB439EBDDB401A49E1253BC0,2,1,2.0,1,1.0
treatment,pre-period,0BF28246916A6D54E16290E925B16593,96,2,48.0,6,3.0
treatment,post-period,0BF28246916A6D54E16290E925B16593,26,4,6.5,5,1.6666666666666667
treatment,post-period,0C0803BC7D87E45A797914F9DAACD364,14,1,14.0,0,
treatment,pre-period,0C0803BC7D87E45A797914F9DAACD364,10,1,10.0,1,1.0
treatment,post-period,0C16C9D2220CA464A0464D294666CBCC,12,3,4.0,3,1.0
treatment,pre-period,0C16C9D2220CA464A0464D294666CBCC,4,1,4.0,1,1.0
control,control-period,0C288F38B32B94A75DFE3DF7C3091B63,18,4,4.5,6,1.5
treatment,post-period,0C2A65FB041A694BAD1A79125F7A5560,62,2,31.0,1,1.0
treatment,pre-period,0C2A65FB041A694BAD1A79125F7A5560,2,1,2.0,1,1.0
treatment,post-period,0C33CF0DE752CAB6896E7076DD9B0ACE,9,3,3.0,2,1.0
treatment,pre-period,0C33CF0DE752CAB6896E7076DD9B0ACE,8,1,8.0,3,3.0
treatment,pre-period,0C47FE81BC619EA5A887E57F5EA4E91D,8,1,8.0,1,1.0
treatment,post-period,0C47FE81BC619EA5A887E57F5EA4E91D,7,3,2.3333333333333335,3,1.5
treatment,pre-period,0C56C6D468327A2EA79ACA93B120119C,1,1,1.0,0,
treatment,post-period,0C56C6D468327A2EA79ACA93B120119C,2,1,2.0,1,1.0
control,control-period,0C5E8016F4E19EBF634A77113A1ACE00,3,2,1.5,2,1.0
treatment,pre-period,0C67D250019C3714C55CFCEB663544A4,2,1,2.0,0,
treatment,post-period,0C67D250019C3714C55CFCEB663544A4,5,1,5.0,1,1.0
control,control-period,0C68DB4121FA4DA0A82C6D6406E8CBE6,5,1,5.0,1,1.0
treatment,post-period,0C727FE34B5653A78D2F9935174D588B,17,7,2.4285714285714284,28,2.1538461538461537
treatment,pre-period,0C727FE34B5653A78D2F9935174D588B,6,3,2.0,6,2.0
control,control-period,0C777BD44F304574371C97674DCD0702,2307,107,21.560747663551403,287,2.6822429906542058
control,control-period,0C792683C05B6010A6C3BAB01B2765AE,1,1,1.0,1,1.0
control,control-period,0C83C0AD6A11861FFBE5276F0D7F9820,4,1,4.0,1,1.0
treatment,post-period,0C873D77670D1231E2C1DB2F833679D0,70,6,11.666666666666666,6,1.2
treatment,pre-period,0C873D77670D1231E2C1DB2F833679D0,2,1,2.0,1,1.0
control,control-period,0C8B96426B5C39DCF5FC7B033270434A,4,1,4.0,1,1.0
control,control-period,0CA05BA0AABD7D27249FE773067F60D6,4,2,2.0,2,1.0
treatment,pre-period,0CAAA1B6F161BA4D363EB7A2DEF64A08,41,3,13.666666666666666,6,2.0
treatment,post-period,0CAAA1B6F161BA4D363EB7A2DEF64A08,2542,85,29.905882352941177,260,3.0588235294117645
control,control-period,0CB4A2594E1F4E341283EACAFADEEA6B,5,1,5.0,2,2.0
treatment,pre-period,0CB6886B20DE2210225F4BAEB575AC71,5,1,5.0,1,1.0
treatment,post-period,0CB6886B20DE2210225F4BAEB575AC71,26,5,5.2,5,1.25
treatment,pre-period,0CBC523581751D977C4121B95429E8A9,1,1,1.0,1,1.0
treatment,post-period,0CBC523581751D977C4121B95429E8A9,2,1,2.0,0,
treatment,pre-period,0CC5E5E794CB2FA570F8E6076A4022C1,6,1,6.0,1,1.0
treatment,post-period,0CC5E5E794CB2FA570F8E6076A4022C1,3,1,3.0,0,
control,control-period,0CCC9C71BC84C8B2503B9EE93191D263,57,2,28.5,2,1.0
treatment,post-period,0CF0BD73E6A9DE6EB96D1CDD6DF65E8F,33,5,6.6,5,1.0
treatment,pre-period,0CF0BD73E6A9DE6EB96D1CDD6DF65E8F,2,1,2.0,0,
treatment,post-period,0CF1172485E8FC12110F04AB2374B308,122,18,6.7777777777777777,21,1.3125
treatment,pre-period,0CF1172485E8FC12110F04AB2374B308,18,3,6.0,3,1.0
treatment,post-period,0CF5644CEE7E80B439341E3C74DA73AB,1,1,1.0,0,
treatment,pre-period,0CF5644CEE7E80B439341E3C74DA73AB,28,9,3.1111111111111112,10,1.1111111111111112
treatment,post-period,0CF7B8BCFC9CB9C51C6AA0438139D8E7,2,1,2.0,0,
treatment,pre-period,0CF7B8BCFC9CB9C51C6AA0438139D8E7,8,1,8.0,2,1.0
treatment,pre-period,0CFD16A46A05B5BD29D3A37284B94CBB,19,1,19.0,2,2.0
treatment,post-period,0CFD16A46A05B5BD29D3A37284B94CBB,7,2,3.5,2,2.0
control,control-period,0D05EABFC1DA51098487F5C027AB9EAB,78,11,7.0909090909090908,15,1.3636363636363635
treatment,post-period,0D0D1E50F26309E913B140A72E669336,4,1,4.0,0,
treatment,pre-period,0D0D1E50F26309E913B140A72E669336,4,2,2.0,2,1.0
treatment,post-period,0D17D0247F158FA3E40D21EFF46D1651,1984,77,25.766233766233768,173,2.2467532467532467
treatment,pre-period,0D17D0247F158FA3E40D21EFF46D1651,49,3,16.333333333333332,5,1.6666666666666667
treatment,post-period,0D352ACDE1D7322582DA190A12324AC7,9,3,3.0,2,1.0
treatment,pre-period,0D352ACDE1D7322582DA190A12324AC7,3,1,3.0,1,1.0
control,control-period,0D5C223225728A0C98AF149620E857AE,6,2,3.0,2,1.0
treatment,pre-period,0D601508AD1F1005DAE72845C27B9534,16,1,16.0,2,2.0
treatment,post-period,0D601508AD1F1005DAE72845C27B9534,12,2,6.0,1,1.0
treatment,pre-period,0D667187016A7A93F542C15F452F5F09,2,1,2.0,1,1.0
treatment,post-period,0D667187016A7A93F542C15F452F5F09,5,3,1.6666666666666667,3,1.0
control,control-period,0D6A346C85BF606BE12F9A70FC20A7B7,29,6,4.833333333333333,6,1.0
control,control-period,0D6B070B5CBD50C768D930776363DEA5,271,4,67.75,16,4.0
control,control-period,0D746FB3F7579E8FA116B186BB30A1D6,9,2,4.5,2,1.0
treatment,post-period,0D791C00AF304C3BDDA26EF979A320C8,159,35,4.5428571428571427,38,1.1515151515151516
treatment,pre-period,0D791C00AF304C3BDDA26EF979A320C8,24,8,3.0,10,1.25
control,control-period,0D849BD3241F4DF37ADEFA2A5CB36EC4,11,1,11.0,1,1.0
control,control-period,0D89BDE5933A1F28396DFEEB234619C3,28,7,4.0,11,1.5714285714285714
treatment,pre-period,0D9B1C51FA357A1A3487036AA037F7D0,4,2,2.0,2,1.0
treatment,post-period,0D9B1C51FA357A1A3487036AA037F7D0,10,2,5.0,1,1.0
control,control-period,0D9BFDCFA23E0715578EF21E93B6E794,23,3,7.666666666666667,3,1.0
treatment,pre-period,0D9DE32D08364277A3406C8107F5763F,7,7,1.0,7,1.0
treatment,post-period,0D9DE32D08364277A3406C8107F5763F,15,13,1.1538461538461537,13,1.0833333333333333
control,control-period,0D9F9C6B687314F688FCAFD7968BC498,282,7,40.285714285714285,15,2.5
treatment,pre-period,0D9FE426A56790E0051A28A24F63C63B,10,3,3.3333333333333335,4,1.3333333333333333
treatment,post-period,0D9FE426A56790E0051A28A24F63C63B,2,1,2.0,0,
treatment,post-period,0DA06EA1C7604A3394654062BA899C3B,2,1,2.0,1,1.0
treatment,pre-period,0DA06EA1C7604A3394654062BA899C3B,6,3,2.0,2,1.0
