cohort,period_cohort,user_pseudo_id,level_starts,days,level_starts_per_day,sessions,sessions_per_day
control,control-period,1E2A3390D6264C290AC4EA3B8332EC37,17,3,5.666666666666667,4,1.3333333333333333
control,control-period,1E37BA808C4C864558FBF1C76775BC59,117,3,39.0,4,1.3333333333333333
control,control-period,1E6348F7A97962E7EAA87C7FF638569F,209,18,11.611111111111111,22,1.2222222222222223
control,control-period,1E745A3377797A387552386F37AF323D,38,4,9.5,4,1.0
control,control-period,1E75C68279B302D2B8FA89C6BF4710A8,77,9,8.5555555555555554,17,1.8888888888888888
control,control-period,1E829A6853724F89B436A122FE010198,16,8,2.0,9,1.125
treatment,pre-period,1E9F6BA9BD8C45633C26F42995A77775,136,20,6.8,32,1.6
treatment,post-period,1E9F6BA9BD8C45633C26F42995A77775,32,4,8.0,7,1.75
control,control-period,1E9F87DED4BB101DA4417592AA77B5E7,11,2,5.5,2,1.0
control,control-period,1EC742C43B8616FAA9FFACED52B88095,7,1,7.0,1,1.0
control,control-period,1EE2AFF38A630348F2CC13275EDFE566,192,4,48.0,7,1.75
control,control-period,1EE74A9149F4AA2CC1E6DABD18BEFD3C,15,1,15.0,1,1.0
control,control-period,1F0D27B8A7E058446D4A6409E2E73B19,223,27,8.25925925925926,38,1.4074074074074074
control,control-period,1F25763EC8BCAEC7FB069E81659A2153,47,8,5.875,8,1.0
control,control-period,1F7CE7823F7646EF6FF99B4B01EC9AD1,6,1,6.0,1,1.0
control,control-period,1FA3F9F61E0DB13044507BE8DB79F10D,5,4,1.25,4,1.0
control,control-period,1FC1BA4F917C03B0BC9F0AF8349D79F8,50,1,50.0,2,2.0
control,control-period,1FCF51A3426435C7BE019D04EBDFC216,5,2,2.5,2,1.0
control,control-period,1FEB41A72F244D352EA79982CC259EA0,16,5,3.2,5,1.0
control,control-period,1FFEE889C95637FE2D229E04149BC23B,69,3,23.0,7,2.3333333333333335
control,control-period,200F0E8F2569DC89591D61CD20C86F9E,8,1,8.0,1,1.0
control,control-period,202D0BD948032EF9BD2055F9FAC376DA,29,3,9.6666666666666661,3,1.0
control,control-period,20381657DAEE3E67B8DCF5A716C059D2,81,2,40.5,5,2.5
control,control-period,205AE83B43BB3A54E25E55E605AF6431,568,32,17.75,73,2.28125
control,control-period,20706003A6373C55EC3CA4AA47F332A3,95,18,5.2777777777777777,44,2.5882352941176472
control,control-period,207CD052F9F4B32C39B534B416E39CA7,21,2,10.5,2,1.0
control,control-period,20A11070867F5172E7311758D1880C91,4,2,2.0,2,1.0
control,control-period,20A7321DA29912CBAE66BF98E85CC0C7,64,1,64.0,1,1.0
control,control-period,20AD75FFA3C9AF1FCB8E171B18E3B971,46,6,7.666666666666667,11,1.8333333333333333
control,control-period,20F3CD6918AF3773CBA104980250555D,1,1,1.0,1,1.0
control,control-period,213F7CCE718883579D85966F63301ADD,91,8,11.375,8,1.0
control,control-period,214980227844539E15ABC4C4F3A79C28,171,4,42.75,11,2.75
control,control-period,217732C20FF3F5F02EFDCA2BD1CE5220,69,2,34.5,2,1.0
control,control-period,21800364E4A96B779C0E2ED76E4972B4,28,1,28.0,5,5.0
control,control-period,21D29079D74D0CA82E5850EB9C86F820,58,10,5.8,12,1.0909090909090908
control,control-period,21DCA7DC9C0479FEE7081E05188B6258,12,2,6.0,2,1.0
control,control-period,21E94A46F6DF2AF6254F916EABA0084A,105,17,6.1764705882352944,45,2.5
control,control-period,2201BA84231D7CC8147F47074DF99E1F,69,15,4.6,32,2.1333333333333333
control,control-period,22405B1A79DE8FE05BE73B857CEB87E8,11,4,2.75,5,1.25
treatment,post-period,22430BD1EDFC8E2E980313F10148A53E,191,7,27.285714285714285,9,1.5
treatment,pre-period,22430BD1EDFC8E2E980313F10148A53E,4,1,4.0,1,1.0
treatment,pre-period,224C6AE85D60A605AC6164FA86738DF6,257,5,51.4,10,2.0
treatment,post-period,224C6AE85D60A605AC6164FA86738DF6,2,1,2.0,1,1.0
control,control-period,22744902811A4056F2B1111F11541818,91,6,15.166666666666666,8,1.3333333333333333
control,control-period,229254D7C810F98F72C89A8060E194D4,561,82,6.8414634146341466,196,2.3902439024390243
control,control-period,22C8075C384481C8618597F9A6C56279,39,2,19.5,2,1.0
treatment,pre-period,22DC6A6AE86C0AA33EBB8C3164A26925,221,5,44.2,7,1.4
treatment,post-period,22DC6A6AE86C0AA33EBB8C3164A26925,124,3,41.333333333333336,3,1.5
treatment,post-period,22DF34962481295121082D8C105EB436,18,4,4.5,3,1.0
treatment,pre-period,22DF34962481295121082D8C105EB436,28,3,9.3333333333333339,4,1.0
control,control-period,22F5EED2AB46D7F999363D6A2429A8A1,7,3,2.3333333333333335,4,1.3333333333333333
control,control-period,2304B486B11E4CFFA0BB8AC8F2F5F4B6,25,3,8.3333333333333339,3,1.0
control,control-period,232B1A4ECC4A53912E8C2DDE00ACF2CB,8,2,4.0,2,1.0
control,control-period,233220DEDAFD1FEC499F7516583D3E6B,475,5,95.0,10,2.0
control,control-period,23404AB86E37695CBC9AD25FFDA671EC,53,1,53.0,1,1.0
control,control-period,234DF385B94B51B87B2A5BF5B185739E,46,5,9.2,9,2.25
control,control-period,236CB6EEEC7A33EBB21C555AC29117D3,14,4,3.5,4,1.0
treatment,post-period,23DA654CC3B1652A9BEA5032FD307C74,4,3,1.3333333333333333,3,1.0
treatment,pre-period,23DA654CC3B1652A9BEA5032FD307C74,2,1,2.0,1,1.0
control,control-period,23FD6C65AB271F4DD5FC2FDEA888032D,89,6,14.833333333333334,10,1.6666666666666667
treatment,pre-period,241293471505B5DFB907A2AFC5D26BC1,20,2,10.0,3,1.5
treatment,post-period,241293471505B5DFB907A2AFC5D26BC1,32,5,6.4,3,1.0
control,control-period,243234771C2024373C594E34A55E7A54,21,8,2.625,8,1.0
control,control-period,243E22C5C25E4B000CB550B45B47F604,92,2,46.0,5,2.5
control,control-period,24641E6F74DA6264B463C8665ABE4A17,4,2,2.0,2,1.0
control,control-period,24662C2299FBDFDBBBB3F340655200F1,146,9,16.222222222222221,33,3.6666666666666665
control,control-period,248A372CD2ED3B5D62866E77AC6D661B,92,5,18.4,10,1.6666666666666667
control,control-period,24A9E967E4B9B7E993F2D8D51A470A24,77,7,11.0,14,2.0
control,control-period,24D566AFD5FB88D2C02CD17C63C0FCF5,58,2,29.0,5,2.5
control,control-period,24EED66707DBBEAE56954F7F45B834F1,332,16,20.75,18,1.0588235294117647
control,control-period,25635229735B865AB485C488642D4F93,16,1,16.0,2,2.0
control,control-period,25B3D1AFECED8B78DA6FAF65B71AF56E,78,4,19.5,7,1.75
control,control-period,25D0E6C77B170FE82258520015446DF4,101,15,6.7333333333333334,19,1.2666666666666666
control,control-period,25D6702EA0A98A6284D9FFCEA0D764A4,416,7,59.428571428571431,20,2.8571428571428572
control,control-period,260B601A8685EC020AE903C5A65DBECF,347,2,173.5,3,1.5
control,control-period,263560B8229A39CDDD89A0B1018FD39A,11,3,3.6666666666666665,3,1.0
control,control-period,263C111D407C5E17AC6310581C3B9255,165,45,3.6666666666666665,48,1.1162790697674418
control,control-period,264749B887AA92394A2F4E449D16A9F6,21,2,10.5,5,2.5
control,control-period,2661493D2DD9509833AFFADC58F65ED9,12,6,2.0,8,1.3333333333333333
control,control-period,266D8AE41227FF59B44503E0F9758CFF,39,3,13.0,2,1.0
control,control-period,2684EA4DDB1F988E3C979AB15CFF601F,81,17,4.7647058823529411,19,1.1176470588235294
control,control-period,26E86A2E3E01E89467AE434BBF204817,54,49,1.1020408163265305,50,1.0
control,control-period,273AC3CB77FE4AC9FD5167A04DD05F6C,9,2,4.5,2,1.0
control,control-period,2741C47CC50AE98B39CC5B561BFEA504,199,34,5.8529411764705879,39,1.1818181818181819
control,control-period,276EA0F867FD5E24356C984081FA959F,43,2,21.5,3,1.5
control,control-period,278F45BFDAAC6EA9CED0999482E5C93E,827,13,63.615384615384613,19,1.4615384615384615
control,control-period,27951B102A564E3FF875726564A141FF,44,5,8.8,10,2.0
control,control-period,27A574ADFE1884A1F60965FE0A2F8C6C,14,1,14.0,2,2.0
treatment,post-period,27A7A10FDC637E7E93B1EAB037530293,74,6,12.333333333333334,6,1.2
treatment,pre-period,27A7A10FDC637E7E93B1EAB037530293,21,2,10.5,3,1.0
control,control-period,27D659AA3DEDE7ED477CB91594C776E9,27,4,6.75,4,1.0
control,control-period,27F028CA5C7821AFA8030D26ECF4DF4E,3,1,3.0,1,1.0
control,control-period,27F7286D26548767C2278621C13BDC6F,44,8,5.5,15,2.5
control,control-period,27FAC926A196086540A33D26831E5D18,7,2,3.5,2,1.0
control,control-period,27FC5BA1D977939BB70A5806FBFBE40B,6,1,6.0,1,1.0
control,control-period,28500E672E64197004D898C611389947,20,3,6.666666666666667,3,1.0
control,control-period,289F2AE59FE48FFF6DD12D0AB553C14E,147,22,6.6818181818181817,23,1.0952380952380953
control,control-period,28AEB934872EB727F66ED2FC4789816E,3,1,3.0,1,1.0
control,control-period,28C3573C64D06BD68E31D18E5DA77ABE,14,1,14.0,1,1.0
control,control-period,28C4A09298C441D5AFD39E749D9F3DA3,109,70,1.5571428571428572,105,1.5
control,control-period,28D0CA3AF8843351D0A16AAE1E1F7794,2,2,1.0,2,1.0
control,control-period,28D6B195DDF51DC103067C45CFD7190C,6,1,6.0,1,1.0
control,control-period,28FB43E35F4C6EF3C517752E8003C030,72,1,72.0,2,2.0
control,control-period,28FC1BD0204945ED4B1B15E3A139347C,84,3,28.0,3,1.0
control,control-period,2920B9D90561E521425DE4849FAAD1D7,47,4,11.75,7,1.75
control,control-period,2927A9F548849C44AF989FAAA4392517,3,1,3.0,1,1.0
treatment,post-period,2927B0054220D4D4565BD60B590F82B0,357,15,23.8,33,2.2
treatment,pre-period,2927B0054220D4D4565BD60B590F82B0,188,14,13.428571428571429,21,1.5
treatment,pre-period,292BF9D7ADEF04B6B3E916392CAF2F4C,52,2,26.0,2,1.0
treatment,post-period,292BF9D7ADEF04B6B3E916392CAF2F4C,140,3,46.666666666666664,12,4.0
control,control-period,29574BB59EAA97D018CE2997AD553C38,24,2,12.0,2,1.0
treatment,pre-period,295D9E24D8DE65A010313E667131EF19,2684,47,57.1063829787234,103,2.1914893617021276
treatment,post-period,295D9E24D8DE65A010313E667131EF19,24,1,24.0,2,2.0
control,control-period,29845B6298FB882DF53607D21F0E1DF7,11,5,2.2,5,1.0
control,control-period,29A56E20BDAD2067AEF874E2EC86F203,139,2,69.5,6,3.0
control,control-period,29BC86DCA0D500C9410F392B57C28DD3,34,27,1.2592592592592593,29,1.0740740740740742
control,control-period,29CC43D76ACDDDC0A3D9F640532B7D27,7,1,7.0,1,1.0
control,control-period,2A020CFF232914D20C44FC5DEB868A82,11,1,11.0,1,1.0
control,control-period,2A0B5110E405737D03252E4149115CF0,126,18,7.0,27,1.5
control,control-period,2A26BB74FCE03DA9C70BC01E882C5886,51,8,6.375,8,1.1428571428571428
treatment,pre-period,2A43899555261D422AF07565EE51395E,21,5,4.2,5,1.0
treatment,post-period,2A43899555261D422AF07565EE51395E,3,1,3.0,0,
control,control-period,2A4BDBBA1155DC84138FBE8C51A3E18C,13,1,13.0,1,1.0
control,control-period,2A50F2A460A9554E44379553F98BCFD0,57,3,19.0,3,1.0
control,control-period,2A7A057011B97398D224EDDAECDD3B88,6,4,1.5,3,1.0
control,control-period,2AC0EF5047BC538BDA6388E644409B5D,43,19,2.263157894736842,19,1.0
control,control-period,2B26B53D4CD155A3EF1FF0A91D339D3E,19,1,19.0,1,1.0
control,control-period,2B510FBF818B7502DA16690FECA8EA9C,52,1,52.0,3,3.0
control,control-period,2B5ABA17A30D32531C09DAF2865F9E55,32,16,2.0,22,1.375
control,control-period,2B648D7C6B7F9632C000A8E47AF8B36B,2,2,1.0,2,1.0
control,control-period,2B708DD984888F5852F691361699D80B,25,6,4.166666666666667,6,1.0
control,control-period,2B745E8433DC278AE01318EFB8BC74DE,75,5,15.0,14,2.8
control,control-period,2B7787A34C362AA51FF8E4DD031A2F70,232,13,17.846153846153847,20,1.5384615384615385
control,control-period,2B88F6144EE78D0EF8CF3489A6C4F50B,319,22,14.5,22,1.0
control,control-period,2B8C48BCEDF2703CC0AA7262FA09769E,864,28,30.857142857142858,24,1.411764705882353
control,control-period,2B90CE94C6039DF03E72FE15B5320ABA,162,65,2.4923076923076923,101,1.578125
control,control-period,2BB9DECA5F376B9FD772D4BB2703A883,47,15,3.1333333333333333,29,2.0714285714285716
control,control-period,2BBF8D3CC51EDC5B46575A4E51B101A9,8,1,8.0,1,1.0
control,control-period,2BD63A9BEE3E9F692E09E68CEAF5E418,80,3,26.666666666666668,3,1.0
control,control-period,2C0308CAAC49EAE73174F5110D76F2C6,137,10,13.7,13,1.4444444444444444
treatment,post-period,2C84CF723999D48F8F069AFFC184C4DC,479,34,14.088235294117647,43,1.2647058823529411
treatment,pre-period,2C84CF723999D48F8F069AFFC184C4DC,4,1,4.0,1,1.0
control,control-period,2CA82928A35949DF7775D4BC04F0AEA1,1545,75,20.6,197,2.6621621621621623
control,control-period,2CBC72DDE990377549A3E793ABA078D9,16,1,16.0,1,1.0
treatment,post-period,2CCA4395A5281BAC61DD7C846837F50B,69,3,23.0,6,2.0
treatment,pre-period,2CCA4395A5281BAC61DD7C846837F50B,10,1,10.0,1,1.0
control,control-period,2CCE2E74BF8D764CC4F72E028FE4ED95,83,2,41.5,1,1.0
control,control-period,2CEF0B3F63A7FD536BD7A1D7EBDAA82A,67,18,3.7222222222222223,22,1.2222222222222223
control,control-period,2CF33FDBBCE129166C717E86C6014005,7,4,1.75,5,1.0
treatment,pre-period,2D910124E99E4CBCD46F2D24E9F4EEA4,35,11,3.1818181818181817,19,1.7272727272727273
treatment,post-period,2D910124E99E4CBCD46F2D24E9F4EEA4,28,11,2.5454545454545454,15,1.25
control,control-period,2D9E0576B4F80F8F7B8A7E99F5738E54,29,4,7.25,10,2.5
control,control-period,2D9E81829DC070224ABDE3EAA0F34C2E,31,11,2.8181818181818183,14,1.2727272727272727
control,control-period,2DB65B29C41328FF8AB9AC27B7C05537,1122,38,29.526315789473685,71,1.9722222222222223
control,control-period,2DE9CB964C424DB7C1B6DE60E1C6A108,173,22,7.8636363636363633,60,2.8571428571428572
control,control-period,2E03DB1924573F3131EEC916E5444F56,775,34,22.794117647058822,50,1.4705882352941178
control,control-period,2E2D2B2639885CA789DDEB06EAF64B3F,14,2,7.0,2,1.0
control,control-period,2E604D0497DF31C12DDC2CB08F891825,4,1,4.0,1,1.0
control,control-period,2E69D0ED86197DCC21710AF7C7A720CE,960,12,80.0,20,1.8181818181818181
control,control-period,2E98271C4DE172F7AA1BB10FDEEA3913,687,4,171.75,14,3.5
control,control-period,2EA3F93123057DA5068E086BD1F0CBFF,13,4,3.25,4,1.0
control,control-period,2ED44327BE1F5C32215B4047BAA74E72,12,7,1.7142857142857142,7,1.0
control,control-period,2F04772FE46C17A90BCACEA9F09499FF,4,2,2.0,2,1.0
control,control-period,2F09E506A0B41203B4A979B17D2A4FE3,767,10,76.7,24,2.1818181818181817
control,control-period,2F0F260BD7B876C346B41977D0D03D62,128,28,4.5714285714285712,43,1.5357142857142858
control,control-period,2F1FC7EE7CB3BBAAF99B5788648A7E81,55,4,13.75,5,1.25
control,control-period,2F2F1344A7423CA7B81B2F6E23B44CEA,19,15,1.2666666666666666,16,1.0666666666666667
control,control-period,2F48607C41ECC4015FA296500F0A2C4B,265,35,7.5714285714285712,62,1.6756756756756757
control,control-period,2F5B044B41268F6643EB4D0EF15D4E87,147,14,10.5,35,2.5
control,control-period,2F72E1976C24D8DFEA138BBCFD304BAC,32,9,3.5555555555555554,11,1.1
control,control-period,2F74E23BEA1E45E3897274EE4903DCC5,3036,81,37.481481481481481,154,1.9012345679012346
control,control-period,2F7C8FE38ABBC072436CCFBBEE70F21F,25,2,12.5,2,1.0
treatment,post-period,2FC7AA16D54B177F0A2911FEA105A0B3,8,2,4.0,1,1.0
treatment,pre-period,2FC7AA16D54B177F0A2911FEA105A0B3,4,3,1.3333333333333333,3,1.0
control,control-period,2FCCD5109689374D6165655CA1E20334,100,7,14.285714285714286,11,1.8333333333333333
control,control-period,301AFECE7DEEE17ACC059F6C18017D80,487,33,14.757575757575758,38,1.1515151515151516
control,control-period,301F3E03F1C38FAD17155B25DF64D09B,34,7,4.8571428571428568,10,1.4285714285714286
control,control-period,307AC87B6D76A6A1A19AC2B11E3FA4B5,372,16,23.25,20,1.25
control,control-period,308452C7E6D227ADD8D3F0BC2F267D1F,213,38,5.6052631578947372,46,1.2432432432432432
control,control-period,30B0DA9467C7DC2B85C4C72815775B67,29,5,5.8,6,1.2
treatment,post-period,30BDB608211EE7B2E8488B00E246B7FC,2,2,1.0,1,1.0
treatment,pre-period,30BDB608211EE7B2E8488B00E246B7FC,12,1,12.0,1,1.0
control,control-period,30DA335301915FFBD0A384553805EA15,276,31,8.9032258064516121,60,2.0689655172413794
control,control-period,30E7FC7394103E7EFA3F0AFC9F14342C,5,4,1.25,4,1.0
control,control-period,31017A05A48B25FED4834F968D5D0F83,61,4,15.25,7,1.75
control,control-period,31071373B9850DA613FD9E24097B3135,221,4,55.25,4,1.0
treatment,pre-period,310D44D95961BF9754C9948AF6F437EA,18,1,18.0,3,3.0
treatment,post-period,310D44D95961BF9754C9948AF6F437EA,28,2,14.0,2,1.0
control,control-period,316C478F300B0BA8DAFF7995336802D0,681,13,52.384615384615387,22,1.6923076923076923
control,control-period,3185273F953C7915CC1A931A8B45B662,26,6,4.333333333333333,8,1.3333333333333333
control,control-period,31A8ED6B3E2E7028AAF6EB107F31C239,1,1,1.0,1,1.0
control,control-period,31AAC4CB1A4E09F959E460458C8AAF9D,17,4,4.25,4,1.0
control,control-period,31CF96A962EC91A6DD263E1DBE3E0BA2,15,3,5.0,3,1.0
control,control-period,31D7BB4CF721D8676B85F73077F4304E,977,20,48.85,28,1.5555555555555556
control,control-period,31F8F98A5B838C7375267F10DADBDA24,187,24,7.791666666666667,33,1.375
control,control-period,323ED96F616318450A01A0C17ABF9E97,95,4,23.75,4,1.0
control,control-period,32542EF20DCB04AB03C08B87DD9B4D45,39,5,7.8,7,1.4
control,control-period,326651F167D600272DA4EC5EE0618D07,108,6,18.0,8,1.3333333333333333
control,control-period,32691653B988011A1D8855300C372CE4,33,6,5.5,7,1.1666666666666667
control,control-period,328DC7FE55E8881B2EA668C9A2855BB7,1269,67,18.940298507462686,138,2.0597014925373136
control,control-period,329041D331D6165A7AB15EA5D452A8E6,15,1,15.0,1,1.0
control,control-period,329B10F5E486321AB42FF56710B88053,1,1,1.0,1,1.0
control,control-period,32A6DDD2FF644EEC9C87F474040389DA,52,2,26.0,2,1.0
control,control-period,32C12C5BEE9431633BBC84DBF69E4CF6,5,1,5.0,1,1.0
control,control-period,32C8AD4EFA93405A282CF301BA211D7F,82,9,9.11111111111111,12,1.3333333333333333
control,control-period,32DBA590E3515F301CC7B6B749FB4F21,392,10,39.2,18,1.8
control,control-period,32DC4BE3AF515BD8BD59B4DC0052A3AB,10,8,1.25,7,1.0
control,control-period,32DEB1F24ABD2430CC3EB1A917D1DD77,5,4,1.25,5,1.0
control,control-period,32E3FFAC452648CA8600591F432B926B,27,2,13.5,2,1.0
control,control-period,3309297C1BDD033F918A40177CF78474,50,9,5.5555555555555554,12,1.3333333333333333
control,control-period,332FF17A7140DA319A07A72CA1CB6A5A,39,9,4.333333333333333,13,1.4444444444444444
control,control-period,334FF61953047FD7AA1D5A661C7E6B81,17,5,3.4,5,1.0
control,control-period,3351C190752821E19A94058AE0C8D565,16,1,16.0,2,1.0
control,control-period,33544E9CEC0874FB3EB8759352A455ED,11,3,3.6666666666666665,3,1.0
control,control-period,3365B9C026AE1095B97DEB5D9242D44F,15,1,15.0,2,2.0
control,control-period,336FED02BA10D201C1B88C1CECB2E9D1,61,4,15.25,13,3.25
control,control-period,3376C102EBF491B5CB84B43759FE3433,265,16,16.5625,15,1.0714285714285714
control,control-period,33E5EA9FE1E29AC3127D975A5494213D,175,52,3.3653846153846154,60,1.1764705882352942
control,control-period,34192D05269E726473922775BAFEFF69,19,6,3.1666666666666665,6,1.0
control,control-period,3422CA1B4B6A9ACE78187868F362C3C7,36,4,9.0,4,1.0
treatment,post-period,343B740C7B3BD9C2CFA46BF097A8856E,282,49,5.7551020408163263,77,1.5714285714285714
treatment,pre-period,343B740C7B3BD9C2CFA46BF097A8856E,153,31,4.935483870967742,51,1.7
control,control-period,343D217C7C1F18CD076970DBEE61B854,20,3,6.666666666666667,4,1.3333333333333333
control,control-period,34587F7996F20BE4CC7DDEB96753D110,83,32,2.59375,39,1.21875
control,control-period,346CA8A816ECDF5226D821892E18B502,11,4,2.75,4,1.0
control,control-period,347E136FEC789C49DA42A7F8CA5EFE51,24,5,4.8,7,1.4
control,control-period,34ADF71F1AADCA26EC8008496F7CC87E,74,2,37.0,4,2.0
control,control-period,34CAF47105A2D9D0AC7464BB3AF8DB2A,47,2,23.5,2,1.0
control,control-period,3504CBBE384E35E7C5AE4808FA7A1A7A,56,2,28.0,2,1.0
control,control-period,3507E9C35C667132F5FA0407356C7ED2,17,4,4.25,4,1.0
control,control-period,359A34F575B808FEFE58BC5B40816F09,131,27,4.8518518518518521,34,1.2592592592592593
control,control-period,35B864A5932E1A0A5F30D41B9F56112B,30,3,10.0,6,2.0
control,control-period,35CF08DA631AC27582D6A0FE710131F7,79,5,15.8,12,2.4
control,control-period,35D7E0527C5BC0E5044EF3716C845E08,41,2,20.5,2,1.0
control,control-period,361F3570C32F1CE252B63BA587E7BDDC,73,2,36.5,4,2.0
treatment,pre-period,3625F3FD85FD9056BCC10747317EAD2C,15,3,5.0,3,1.0
treatment,post-period,3625F3FD85FD9056BCC10747317EAD2C,21,2,10.5,1,1.0
control,control-period,3682C2527BEE6BA0255321BB25DF44BB,310,16,19.375,24,1.6
control,control-period,36B5DE53943D3C47F17C39C35E755CE4,47,7,6.7142857142857144,8,1.3333333333333333
treatment,post-period,37034A23CAFF85394E2E349C381788A6,11,1,11.0,0,
treatment,pre-period,37034A23CAFF85394E2E349C381788A6,3,1,3.0,1,1.0
treatment,pre-period,370BAFBB7AFD77B12726F4712DB42DF8,5,1,5.0,1,1.0
treatment,post-period,370BAFBB7AFD77B12726F4712DB42DF8,4,1,4.0,0,
control,control-period,370CDFEE49990E4A9A1FBC0DC5C31C1C,908,13,69.84615384615384,22,1.6923076923076923
control,control-period,372D9BB5088C4E9000C65B06459B403A,1068,113,9.4513274336283182,340,3.0088495575221237
control,control-period,3745F700BAD39C72B06F4C4B82F2B509,9,4,2.25,4,1.0
control,control-period,374C6BC6369079CBFA252182A0A0FD91,44,2,22.0,4,1.3333333333333333
control,control-period,374D5CDB7AF356218A9BC3E90E4B53E8,52,1,52.0,1,1.0
control,control-period,377303AA2F5C5C80E5AAAD26C029BD5A,186,19,9.7894736842105257,22,1.1578947368421053
treatment,pre-period,37C492FF57EAE72D025689B30BFFB8F7,5,1,5.0,1,1.0
